Epoch,Train_Net1,Test_Net1,Train_Net2,Test_Net2,Train_Net3,Test_Net3,Train_Net4,Test_Net4,Train_Net5,Test_Net5,Train_Net6,Test_Net6,Train_Net7,Test_Net7,Train_Net8,Test_Net8,Train_Net9,Test_Net9,Train_Net10,Test_Net10
245,0.001284953,0.001321526,0.001777485,0.001780636,0.001667239,0.001649141,0.001287394,0.001315726,0.001369996,0.001435907,0.001181734,0.001238805,0.001406636,0.001441377,0.001221806,0.001272361,0.001162803,0.001217331,0.001238277,0.001281248
246,0.001283684,0.001320461,0.001776943,0.001779970,0.001666360,0.001648269,0.001285756,0.001314381,0.001368069,0.001434065,0.001181495,0.001238599,0.001403503,0.001438656,0.001220804,0.001271576,0.001161804,0.001216444,0.001236370,0.001279547
247,0.001282432,0.001319411,0.001776401,0.001779305,0.001665471,0.001647389,0.001284146,0.001313061,0.001366164,0.001432245,0.001181257,0.001238393,0.001400388,0.001435951,0.001219821,0.001270804,0.001160817,0.001215566,0.001234491,0.001277874
248,0.001281196,0.001318373,0.001775860,0.001778641,0.001664572,0.001646502,0.001282565,0.001311764,0.001364280,0.001430444,0.001181019,0.001238186,0.001397293,0.001433263,0.001218856,0.001270044,0.001159842,0.001214698,0.001232641,0.001276229
249,0.001279976,0.001317350,0.001775320,0.001777977,0.001663665,0.001645608,0.001281010,0.001310491,0.001362417,0.001428664,0.001180781,0.001237978,0.001394219,0.001430594,0.001217907,0.001269295,0.001158878,0.001213840,0.001230820,0.001274613
250,0.001278772,0.001316338,0.001774781,0.001777314,0.001662747,0.001644706,0.001279481,0.001309239,0.001360574,0.001426902,0.001180544,0.001237770,0.001391167,0.001427944,0.001216975,0.001268558,0.001157925,0.001212991,0.001229027,0.001273025
251,0.001277582,0.001315340,0.001774242,0.001776652,0.001661820,0.001643797,0.001277978,0.001308008,0.001358751,0.001425160,0.001180306,0.001237561,0.001388137,0.001425315,0.001216059,0.001267832,0.001156982,0.001212150,0.001227262,0.001271464
252,0.001276407,0.001314353,0.001773705,0.001775990,0.001660882,0.001642880,0.001276500,0.001306799,0.001356947,0.001423435,0.001180069,0.001237352,0.001385131,0.001422707,0.001215158,0.001267116,0.001156050,0.001211318,0.001225525,0.001269931
253,0.001275247,0.001313378,0.001773169,0.001775329,0.001659934,0.001641954,0.001275046,0.001305609,0.001355162,0.001421728,0.001179832,0.001237142,0.001382150,0.001420120,0.001214272,0.001266411,0.001155127,0.001210494,0.001223817,0.001268426
254,0.001274100,0.001312414,0.001772633,0.001774669,0.001658976,0.001641021,0.001273615,0.001304438,0.001353395,0.001420039,0.001179595,0.001236931,0.001379195,0.001417557,0.001213401,0.001265715,0.001154214,0.001209678,0.001222136,0.001266948
255,0.001272967,0.001311460,0.001772099,0.001774009,0.001658007,0.001640079,0.001272207,0.001303286,0.001351646,0.001418366,0.001179359,0.001236720,0.001376268,0.001415017,0.001212543,0.001265028,0.001153310,0.001208870,0.001220482,0.001265497
256,0.001271846,0.001310518,0.001771565,0.001773350,0.001657026,0.001639128,0.001270821,0.001302152,0.001349915,0.001416710,0.001179122,0.001236508,0.001373368,0.001412502,0.001211699,0.001264349,0.001152415,0.001208068,0.001218856,0.001264073
257,0.001270739,0.001309585,0.001771032,0.001772692,0.001656035,0.001638168,0.001269456,0.001301034,0.001348200,0.001415069,0.001178886,0.001236296,0.001370496,0.001410012,0.001210868,0.001263680,0.001151529,0.001207274,0.001217257,0.001262675
258,0.001269643,0.001308662,0.001770501,0.001772035,0.001655033,0.001637200,0.001268112,0.001299933,0.001346502,0.001413444,0.001178649,0.001236084,0.001367655,0.001407548,0.001210050,0.001263018,0.001150651,0.001206487,0.001215685,0.001261304
259,0.001268560,0.001307748,0.001769970,0.001771378,0.001654019,0.001636222,0.001266788,0.001298848,0.001344820,0.001411834,0.001178413,0.001235871,0.001364844,0.001405111,0.001209244,0.001262365,0.001149781,0.001205707,0.001214139,0.001259958
260,0.001267488,0.001306844,0.001769441,0.001770723,0.001652993,0.001635234,0.001265482,0.001297777,0.001343153,0.001410239,0.001178177,0.001235657,0.001362064,0.001402701,0.001208449,0.001261718,0.001148919,0.001204933,0.001212620,0.001258638
261,0.001266428,0.001305948,0.001768912,0.001770068,0.001651956,0.001634238,0.001264195,0.001296721,0.001341502,0.001408657,0.001177941,0.001235443,0.001359316,0.001400319,0.001207666,0.001261080,0.001148064,0.001204165,0.001211127,0.001257344
262,0.001265378,0.001305060,0.001768385,0.001769413,0.001650906,0.001633231,0.001262926,0.001295678,0.001339865,0.001407090,0.001177705,0.001235229,0.001356600,0.001397966,0.001206894,0.001260448,0.001147217,0.001203403,0.001209659,0.001256074
263,0.001264339,0.001304180,0.001767859,0.001768760,0.001649844,0.001632214,0.001261674,0.001294648,0.001338243,0.001405536,0.001177470,0.001235014,0.001353918,0.001395641,0.001206133,0.001259823,0.001146376,0.001202647,0.001208217,0.001254829
264,0.001263310,0.001303308,0.001767333,0.001768107,0.001648770,0.001631187,0.001260438,0.001293630,0.001336635,0.001403995,0.001177234,0.001234799,0.001351270,0.001393345,0.001205382,0.001259204,0.001145543,0.001201896,0.001206801,0.001253609
265,0.001262290,0.001302443,0.001766809,0.001767456,0.001647682,0.001630150,0.001259218,0.001292624,0.001335040,0.001402467,0.001176998,0.001234583,0.001348656,0.001391080,0.001204642,0.001258592,0.001144716,0.001201151,0.001205409,0.001252412
266,0.001261281,0.001301586,0.001766286,0.001766805,0.001646582,0.001629102,0.001258014,0.001291629,0.001333459,0.001400951,0.001176763,0.001234367,0.001346077,0.001388844,0.001203911,0.001257985,0.001143895,0.001200412,0.001204041,0.001251239
267,0.001260280,0.001300735,0.001765765,0.001766155,0.001645469,0.001628043,0.001256823,0.001290644,0.001331890,0.001399448,0.001176527,0.001234151,0.001343532,0.001386639,0.001203189,0.001257385,0.001143081,0.001199677,0.001202698,0.001250090
268,0.001259288,0.001299890,0.001765244,0.001765506,0.001644342,0.001626973,0.001255647,0.001289669,0.001330335,0.001397956,0.001176292,0.001233934,0.001341024,0.001384465,0.001202476,0.001256790,0.001142273,0.001198948,0.001201378,0.001248963
269,0.001258305,0.001299052,0.001764725,0.001764857,0.001643202,0.001625892,0.001254483,0.001288704,0.001328791,0.001396476,0.001176056,0.001233717,0.001338551,0.001382321,0.001201773,0.001256200,0.001141470,0.001198223,0.001200082,0.001247859
270,0.001257330,0.001298220,0.001764207,0.001764210,0.001642048,0.001624800,0.001253333,0.001287747,0.001327260,0.001395006,0.001175821,0.001233499,0.001336114,0.001380208,0.001201078,0.001255616,0.001140673,0.001197503,0.001198809,0.001246776
271,0.001256364,0.001297393,0.001763690,0.001763564,0.001640880,0.001623696,0.001252194,0.001286798,0.001325740,0.001393548,0.001175586,0.001233281,0.001333714,0.001378127,0.001200391,0.001255037,0.001139882,0.001196788,0.001197559,0.001245716
272,0.001255405,0.001296572,0.001763174,0.001762918,0.001639698,0.001622580,0.001251067,0.001285856,0.001324232,0.001392100,0.001175350,0.001233063,0.001331350,0.001376077,0.001199713,0.001254463,0.001139096,0.001196077,0.001196331,0.001244677
273,0.001254453,0.001295756,0.001762660,0.001762274,0.001638502,0.001621452,0.001249951,0.001284922,0.001322735,0.001390663,0.001175115,0.001232844,0.001329022,0.001374058,0.001199042,0.001253893,0.001138315,0.001195371,0.001195125,0.001243658
274,0.001253509,0.001294945,0.001762146,0.001761631,0.001637291,0.001620312,0.001248845,0.001283994,0.001321249,0.001389236,0.001174880,0.001232625,0.001326731,0.001372070,0.001198379,0.001253328,0.001137539,0.001194669,0.001193941,0.001242660
275,0.001252571,0.001294139,0.001761635,0.001760988,0.001636065,0.001619160,0.001247750,0.001283072,0.001319773,0.001387818,0.001174644,0.001232406,0.001324477,0.001370113,0.001197723,0.001252768,0.001136768,0.001193970,0.001192778,0.001241682
276,0.001251641,0.001293337,0.001761124,0.001760347,0.001634824,0.001617995,0.001246663,0.001282156,0.001318308,0.001386411,0.001174409,0.001232186,0.001322259,0.001368187,0.001197074,0.001252212,0.001136001,0.001193276,0.001191636,0.001240724
277,0.001250717,0.001292540,0.001760615,0.001759706,0.001633568,0.001616817,0.001245586,0.001281245,0.001316853,0.001385012,0.001174174,0.001231966,0.001320078,0.001366292,0.001196433,0.001251660,0.001135239,0.001192586,0.001190514,0.001239785
278,0.001249799,0.001291746,0.001760107,0.001759067,0.001632296,0.001615626,0.001244517,0.001280339,0.001315408,0.001383623,0.001173938,0.001231746,0.001317932,0.001364428,0.001195798,0.001251112,0.001134482,0.001191900,0.001189413,0.001238865
279,0.001248887,0.001290957,0.001759600,0.001758428,0.001631008,0.001614421,0.001243456,0.001279437,0.001313972,0.001382243,0.001173703,0.001231526,0.001315823,0.001362594,0.001195169,0.001250568,0.001133729,0.001191218,0.001188331,0.001237963
280,0.001247981,0.001290171,0.001759095,0.001757791,0.001629705,0.001613204,0.001242403,0.001278539,0.001312546,0.001380872,0.001173468,0.001231305,0.001313750,0.001360791,0.001194548,0.001250028,0.001132980,0.001190539,0.001187268,0.001237079
281,0.001247080,0.001289389,0.001758591,0.001757155,0.001628386,0.001611972,0.001241356,0.001277645,0.001311129,0.001379509,0.001173233,0.001231084,0.001311712,0.001359017,0.001193932,0.001249492,0.001132235,0.001189863,0.001186225,0.001236213
282,0.001246185,0.001288610,0.001758089,0.001756520,0.001627050,0.001610727,0.001240317,0.001276753,0.001309722,0.001378154,0.001172997,0.001230862,0.001309709,0.001357272,0.001193322,0.001248960,0.001131494,0.001189192,0.001185200,0.001235364
283,0.001245295,0.001287834,0.001757588,0.001755886,0.001625698,0.001609468,0.001239284,0.001275865,0.001308323,0.001376808,0.001172762,0.001230641,0.001307741,0.001355557,0.001192718,0.001248431,0.001130757,0.001188523,0.001184193,0.001234532
284,0.001244410,0.001287061,0.001757088,0.001755253,0.001624328,0.001608194,0.001238256,0.001274979,0.001306933,0.001375470,0.001172526,0.001230419,0.001305808,0.001353870,0.001192120,0.001247905,0.001130024,0.001187858,0.001183203,0.001233716
285,0.001243530,0.001286291,0.001756590,0.001754622,0.001622942,0.001606906,0.001237234,0.001274095,0.001305552,0.001374140,0.001172291,0.001230197,0.001303908,0.001352211,0.001191528,0.001247383,0.001129294,0.001187197,0.001182232,0.001232915
286,0.001242655,0.001285524,0.001756093,0.001753991,0.001621539,0.001605604,0.001236218,0.001273213,0.001304179,0.001372818,0.001172056,0.001229974,0.001302042,0.001350580,0.001190941,0.001246865,0.001128568,0.001186538,0.001181277,0.001232131
287,0.001241784,0.001284759,0.001755598,0.001753362,0.001620118,0.001604286,0.001235206,0.001272333,0.001302814,0.001371503,0.001171820,0.001229752,0.001300210,0.001348977,0.001190359,0.001246350,0.001127845,0.001185883,0.001180339,0.001231361
288,0.001240917,0.001283997,0.001755104,0.001752734,0.001618680,0.001602953,0.001234199,0.001271454,0.001301458,0.001370196,0.001171585,0.001229529,0.001298410,0.001347400,0.001189782,0.001245837,0.001127126,0.001185231,0.001179417,0.001230606
289,0.001240055,0.001283237,0.001754612,0.001752107,0.001617223,0.001601605,0.001233196,0.001270576,0.001300109,0.001368896,0.001171349,0.001229306,0.001296641,0.001345850,0.001189211,0.001245328,0.001126410,0.001184582,0.001178510,0.001229865
290,0.001239196,0.001282480,0.001754121,0.001751481,0.001615749,0.001600242,0.001232197,0.001269699,0.001298768,0.001367603,0.001171113,0.001229082,0.001294905,0.001344325,0.001188644,0.001244823,0.001125697,0.001183936,0.001177620,0.001229139
291,0.001238342,0.001281724,0.001753632,0.001750857,0.001614256,0.001598863,0.001231202,0.001268822,0.001297435,0.001366317,0.001170878,0.001228859,0.001293199,0.001342825,0.001188082,0.001244320,0.001124988,0.001183292,0.001176744,0.001228425
292,0.001237491,0.001280971,0.001753144,0.001750234,0.001612745,0.001597468,0.001230210,0.001267945,0.001296110,0.001365039,0.001170642,0.001228635,0.001291524,0.001341350,0.001187524,0.001243820,0.001124281,0.001182652,0.001175883,0.001227725
293,0.001236644,0.001280219,0.001752658,0.001749612,0.001611215,0.001596056,0.001229221,0.001267069,0.001294792,0.001363767,0.001170406,0.001228411,0.001289878,0.001339898,0.001186971,0.001243323,0.001123578,0.001182014,0.001175037,0.001227038
294,0.001235800,0.001279469,0.001752174,0.001748992,0.001609666,0.001594629,0.001228236,0.001266193,0.001293481,0.001362502,0.001170170,0.001228186,0.001288261,0.001338471,0.001186423,0.001242828,0.001122877,0.001181380,0.001174204,0.001226363
295,0.001234960,0.001278721,0.001751691,0.001748372,0.001608098,0.001593185,0.001227252,0.001265316,0.001292177,0.001361243,0.001169934,0.001227962,0.001286673,0.001337065,0.001185878,0.001242337,0.001122179,0.001180748,0.001173385,0.001225699
296,0.001234123,0.001277975,0.001751209,0.001747755,0.001606511,0.001591724,0.001226272,0.001264439,0.001290881,0.001359991,0.001169699,0.001227737,0.001285112,0.001335682,0.001185338,0.001241848,0.001121484,0.001180118,0.001172580,0.001225048
297,0.001233289,0.001277230,0.001750729,0.001747138,0.001604904,0.001590247,0.001225293,0.001263562,0.001289591,0.001358746,0.001169462,0.001227512,0.001283579,0.001334321,0.001184802,0.001241362,0.001120792,0.001179492,0.001171787,0.001224407
298,0.001232458,0.001276486,0.001750251,0.001746523,0.001603277,0.001588752,0.001224317,0.001262684,0.001288309,0.001357507,0.001169226,0.001227287,0.001282072,0.001332980,0.001184270,0.001240879,0.001120103,0.001178868,0.001171007,0.001223778
299,0.001231629,0.001275744,0.001749775,0.001745909,0.001601630,0.001587240,0.001223342,0.001261804,0.001287033,0.001356274,0.001168990,0.001227061,0.001280591,0.001331660,0.001183742,0.001240398,0.001119416,0.001178246,0.001170239,0.001223159
300,0.001230804,0.001275003,0.001749300,0.001745297,0.001599964,0.001585711,0.001222369,0.001260924,0.001285764,0.001355047,0.001168754,0.001226836,0.001279135,0.001330360,0.001183217,0.001239919,0.001118731,0.001177627,0.001169483,0.001222550
301,0.001229982,0.001274264,0.001748826,0.001744686,0.001598277,0.001584164,0.001221398,0.001260043,0.001284501,0.001353826,0.001168517,0.001226610,0.001277704,0.001329078,0.001182697,0.001239444,0.001118049,0.001177011,0.001168738,0.001221951
302,0.001229162,0.001273525,0.001748355,0.001744076,0.001596569,0.001582599,0.001220427,0.001259161,0.001283245,0.001352612,0.001168281,0.001226384,0.001276296,0.001327815,0.001182180,0.001238970,0.001117370,0.001176397,0.001168005,0.001221362
303,0.001228344,0.001272788,0.001747885,0.001743468,0.001594840,0.001581017,0.001219459,0.001258277,0.001281996,0.001351403,0.001168045,0.001226158,0.001274912,0.001326570,0.001181666,0.001238499,0.001116693,0.001175785,0.001167283,0.001220781
304,0.001227530,0.001272052,0.001747417,0.001742861,0.001593091,0.001579416,0.001218491,0.001257392,0.001280753,0.001350200,0.001167808,0.001225931,0.001273550,0.001325342,0.001181156,0.001238031,0.001116018,0.001175176,0.001166571,0.001220210
305,0.001226717,0.001271316,0.001746950,0.001742256,0.001591321,0.001577797,0.001217524,0.001256505,0.001279516,0.001349002,0.001167571,0.001225704,0.001272210,0.001324131,0.001180649,0.001237565,0.001115345,0.001174569,0.001165870,0.001219647
306,0.001225907,0.001270582,0.001746485,0.001741652,0.001589529,0.001576159,0.001216558,0.001255617,0.001278285,0.001347811,0.001167334,0.001225478,0.001270892,0.001322936,0.001180145,0.001237101,0.001114675,0.001173965,0.001165179,0.001219092
307,0.001225099,0.001269849,0.001746022,0.001741050,0.001587716,0.001574503,0.001215592,0.001254727,0.001277061,0.001346625,0.001167097,0.001225251,0.001269594,0.001321756,0.001179645,0.001236639,0.001114007,0.001173362,0.001164497,0.001218546
308,0.001224293,0.001269117,0.001745561,0.001740449,0.001585881,0.001572828,0.001214628,0.001253836,0.001275843,0.001345444,0.001166860,0.001225023,0.001268316,0.001320592,0.001179148,0.001236180,0.001113341,0.001172762,0.001163825,0.001218007
309,0.001223490,0.001268385,0.001745101,0.001739850,0.001584025,0.001571133,0.001213663,0.001252943,0.001274630,0.001344269,0.001166623,0.001224796,0.001267057,0.001319442,0.001178653,0.001235722,0.001112678,0.001172164,0.001163162,0.001217475
310,0.001222688,0.001267654,0.001744643,0.001739252,0.001582146,0.001569420,0.001212699,0.001252048,0.001273424,0.001343100,0.001166386,0.001224568,0.001265817,0.001318306,0.001178162,0.001235267,0.001112016,0.001171569,0.001162507,0.001216950
311,0.001221888,0.001266925,0.001744187,0.001738656,0.001580245,0.001567688,0.001211736,0.001251151,0.001272223,0.001341935,0.001166149,0.001224340,0.001264595,0.001317183,0.001177674,0.001234814,0.001111357,0.001170975,0.001161862,0.001216432
312,0.001221091,0.001266195,0.001743733,0.001738062,0.001578323,0.001565936,0.001210773,0.001250253,0.001271028,0.001340776,0.001165911,0.001224112,0.001263391,0.001316073,0.001177188,0.001234364,0.001110699,0.001170384,0.001161224,0.001215921
313,0.001220295,0.001265467,0.001743280,0.001737469,0.001576377,0.001564165,0.001209809,0.001249353,0.001269839,0.001339622,0.001165674,0.001223884,0.001262204,0.001314976,0.001176705,0.001233915,0.001110044,0.001169795,0.001160595,0.001215416
314,0.001219501,0.001264739,0.001742829,0.001736877,0.001574410,0.001562374,0.001208846,0.001248451,0.001268656,0.001338474,0.001165436,0.001223656,0.001261033,0.001313891,0.001176225,0.001233468,0.001109390,0.001169208,0.001159973,0.001214917
315,0.001218709,0.001264013,0.001742380,0.001736288,0.001572419,0.001560564,0.001207883,0.001247547,0.001267479,0.001337330,0.001165198,0.001223427,0.001259879,0.001312817,0.001175748,0.001233023,0.001108739,0.001168623,0.001159359,0.001214423
316,0.001217918,0.001263286,0.001741933,0.001735700,0.001570406,0.001558733,0.001206920,0.001246641,0.001266307,0.001336191,0.001164961,0.001223199,0.001258739,0.001311754,0.001175273,0.001232581,0.001108089,0.001168040,0.001158752,0.001213936
317,0.001217129,0.001262561,0.001741488,0.001735113,0.001568370,0.001556883,0.001205957,0.001245733,0.001265140,0.001335058,0.001164723,0.001222970,0.001257615,0.001310702,0.001174801,0.001232140,0.001107441,0.001167459,0.001158152,0.001213453
318,0.001216342,0.001261836,0.001741044,0.001734528,0.001566311,0.001555013,0.001204994,0.001244824,0.001263979,0.001333929,0.001164485,0.001222740,0.001256505,0.001309661,0.001174331,0.001231701,0.001106795,0.001166879,0.001157559,0.001212976
319,0.001215556,0.001261111,0.001740602,0.001733945,0.001564229,0.001553122,0.001204031,0.001243912,0.001262824,0.001332805,0.001164246,0.001222511,0.001255410,0.001308629,0.001173864,0.001231264,0.001106151,0.001166302,0.001156973,0.001212503
320,0.001214772,0.001260388,0.001740162,0.001733364,0.001562124,0.001551212,0.001203067,0.001242999,0.001261674,0.001331687,0.001164008,0.001222282,0.001254327,0.001307606,0.001173398,0.001230829,0.001105509,0.001165727,0.001156392,0.001212035
321,0.001213990,0.001259664,0.001739724,0.001732784,0.001559996,0.001549281,0.001202104,0.001242084,0.001260529,0.001330572,0.001163769,0.001222052,0.001253258,0.001306593,0.001172936,0.001230396,0.001104868,0.001165154,0.001155818,0.001211571
322,0.001213209,0.001258942,0.001739288,0.001732206,0.001557844,0.001547330,0.001201140,0.001241167,0.001259390,0.001329463,0.001163531,0.001221822,0.001252201,0.001305589,0.001172475,0.001229964,0.001104229,0.001164583,0.001155250,0.001211112
323,0.001212429,0.001258220,0.001738854,0.001731629,0.001555669,0.001545359,0.001200175,0.001240248,0.001258255,0.001328358,0.001163292,0.001221592,0.001251157,0.001304593,0.001172017,0.001229534,0.001103592,0.001164013,0.001154688,0.001210657
324,0.001211651,0.001257499,0.001738422,0.001731055,0.001553471,0.001543367,0.001199211,0.001239328,0.001257126,0.001327258,0.001163053,0.001221362,0.001250125,0.001303605,0.001171561,0.001229106,0.001102957,0.001163446,0.001154131,0.001210205
325,0.001210874,0.001256778,0.001737991,0.001730482,0.001551249,0.001541355,0.001198246,0.001238405,0.001256003,0.001326163,0.001162814,0.001221131,0.001249104,0.001302625,0.001171107,0.001228680,0.001102323,0.001162880,0.001153579,0.001209757
326,0.001210099,0.001256058,0.001737563,0.001729911,0.001549004,0.001539322,0.001197281,0.001237481,0.001254884,0.001325072,0.001162575,0.001220901,0.001248094,0.001301653,0.001170654,0.001228256,0.001101691,0.001162316,0.001153032,0.001209313
327,0.001209325,0.001255338,0.001737136,0.001729341,0.001546736,0.001537269,0.001196315,0.001236556,0.001253771,0.001323986,0.001162336,0.001220670,0.001247094,0.001300688,0.001170204,0.001227833,0.001101061,0.001161754,0.001152491,0.001208871
328,0.001208552,0.001254619,0.001736711,0.001728773,0.001544444,0.001535196,0.001195349,0.001235628,0.001252662,0.001322904,0.001162096,0.001220439,0.001246106,0.001299730,0.001169756,0.001227412,0.001100432,0.001161194,0.001151954,0.001208433
329,0.001207781,0.001253900,0.001736288,0.001728208,0.001542129,0.001533102,0.001194383,0.001234699,0.001251559,0.001321826,0.001161857,0.001220208,0.001245127,0.001298779,0.001169310,0.001226992,0.001099805,0.001160635,0.001151421,0.001207998
330,0.001207011,0.001253182,0.001735867,0.001727644,0.001539790,0.001530988,0.001193416,0.001233769,0.001250460,0.001320753,0.001161617,0.001219977,0.001244158,0.001297835,0.001168866,0.001226574,0.001099179,0.001160078,0.001150893,0.001207566
331,0.001206242,0.001252465,0.001735448,0.001727081,0.001537429,0.001528854,0.001192449,0.001232836,0.001249366,0.001319684,0.001161377,0.001219745,0.001243198,0.001296897,0.001168423,0.001226158,0.001098556,0.001159523,0.001150370,0.001207136
332,0.001205474,0.001251748,0.001735031,0.001726521,0.001535044,0.001526700,0.001191482,0.001231903,0.001248278,0.001318620,0.001161137,0.001219514,0.001242248,0.001295965,0.001167982,0.001225743,0.001097933,0.001158970,0.001149850,0.001206709
333,0.001204708,0.001251031,0.001734616,0.001725962,0.001532636,0.001524526,0.001190514,0.001230967,0.001247194,0.001317560,0.001160897,0.001219282,0.001241307,0.001295039,0.001167543,0.001225329,0.001097312,0.001158418,0.001149334,0.001206284
334,0.001203942,0.001250316,0.001734203,0.001725406,0.001530204,0.001522331,0.001189546,0.001230031,0.001246115,0.001316504,0.001160657,0.001219050,0.001240374,0.001294120,0.001167106,0.001224918,0.001096693,0.001157868,0.001148822,0.001205861
335,0.001203178,0.001249600,0.001733792,0.001724851,0.001527751,0.001520117,0.001188577,0.001229092,0.001245041,0.001315453,0.001160416,0.001218818,0.001239450,0.001293206,0.001166671,0.001224507,0.001096076,0.001157320,0.001148313,0.001205441
336,0.001202415,0.001248886,0.001733382,0.001724298,0.001525274,0.001517883,0.001187608,0.001228153,0.001243971,0.001314405,0.001160176,0.001218585,0.001238534,0.001292297,0.001166237,0.001224098,0.001095460,0.001156774,0.001147808,0.001205022
337,0.001201653,0.001248171,0.001732975,0.001723747,0.001522775,0.001515630,0.001186639,0.001227212,0.001242907,0.001313362,0.001159935,0.001218353,0.001237626,0.001291394,0.001165804,0.001223691,0.001094845,0.001156229,0.001147307,0.001204605
338,0.001200892,0.001247458,0.001732570,0.001723197,0.001520253,0.001513357,0.001185669,0.001226270,0.001241847,0.001312323,0.001159694,0.001218120,0.001236726,0.001290497,0.001165373,0.001223285,0.001094232,0.001155685,0.001146808,0.001204191
339,0.001200132,0.001246745,0.001732166,0.001722650,0.001517709,0.001511065,0.001184699,0.001225326,0.001240791,0.001311288,0.001159453,0.001217887,0.001235833,0.001289604,0.001164944,0.001222880,0.001093620,0.001155144,0.001146313,0.001203777
340,0.001199374,0.001246032,0.001731765,0.001722104,0.001515144,0.001508754,0.001183729,0.001224381,0.001239740,0.001310257,0.001159212,0.001217654,0.001234947,0.001288717,0.001164516,0.001222477,0.001093010,0.001154604,0.001145820,0.001203365
341,0.001198616,0.001245320,0.001731365,0.001721561,0.001512556,0.001506425,0.001182758,0.001223436,0.001238694,0.001309230,0.001158971,0.001217420,0.001234069,0.001287835,0.001164089,0.001222075,0.001092402,0.001154065,0.001145331,0.001202955
342,0.001197860,0.001244609,0.001730968,0.001721019,0.001509947,0.001504077,0.001181787,0.001222488,0.001237652,0.001308207,0.001158729,0.001217187,0.001233198,0.001286957,0.001163664,0.001221674,0.001091795,0.001153529,0.001144844,0.001202546
343,0.001197104,0.001243898,0.001730572,0.001720479,0.001507317,0.001501710,0.001180815,0.001221540,0.001236615,0.001307189,0.001158487,0.001216953,0.001232334,0.001286085,0.001163241,0.001221275,0.001091189,0.001152993,0.001144359,0.001202138
344,0.001196349,0.001243187,0.001730179,0.001719942,0.001504666,0.001499326,0.001179843,0.001220591,0.001235582,0.001306174,0.001158246,0.001216719,0.001231476,0.001285217,0.001162818,0.001220877,0.001090585,0.001152460,0.001143877,0.001201731
345,0.001195596,0.001242478,0.001729788,0.001719406,0.001501995,0.001496924,0.001178871,0.001219641,0.001234554,0.001305162,0.001158004,0.001216485,0.001230625,0.001284354,0.001162397,0.001220480,0.001089983,0.001151928,0.001143397,0.001201326
346,0.001194843,0.001241768,0.001729398,0.001718872,0.001499303,0.001494505,0.001177898,0.001218689,0.001233530,0.001304155,0.001157761,0.001216251,0.001229781,0.001283496,0.001161978,0.001220084,0.001089382,0.001151397,0.001142920,0.001200921
347,0.001194092,0.001241060,0.001729011,0.001718340,0.001496592,0.001492070,0.001176925,0.001217737,0.001232510,0.001303152,0.001157519,0.001216017,0.001228943,0.001282642,0.001161559,0.001219690,0.001088782,0.001150869,0.001142445,0.001200517
348,0.001193341,0.001240352,0.001728625,0.001717810,0.001493861,0.001489617,0.001175952,0.001216784,0.001231495,0.001302152,0.001157277,0.001215782,0.001228111,0.001281793,0.001161142,0.001219297,0.001088184,0.001150341,0.001141972,0.001200114
349,0.001192592,0.001239644,0.001728242,0.001717282,0.001491111,0.001487149,0.001174979,0.001215830,0.001230484,0.001301157,0.001157034,0.001215548,0.001227285,0.001280949,0.001160726,0.001218905,0.001087587,0.001149815,0.001141501,0.001199712
350,0.001191843,0.001238937,0.001727860,0.001716756,0.001488343,0.001484665,0.001174005,0.001214875,0.001229477,0.001300165,0.001156791,0.001215313,0.001226465,0.001280109,0.001160311,0.001218514,0.001086992,0.001149291,0.001141031,0.001199311
351,0.001191095,0.001238231,0.001727481,0.001716232,0.001485557,0.001482165,0.001173031,0.001213919,0.001228474,0.001299177,0.001156548,0.001215077,0.001225651,0.001279273,0.001159897,0.001218124,0.001086398,0.001148769,0.001140564,0.001198910
352,0.001190349,0.001237525,0.001727103,0.001715710,0.001482753,0.001479651,0.001172057,0.001212963,0.001227476,0.001298192,0.001156305,0.001214842,0.001224842,0.001278442,0.001159485,0.001217736,0.001085806,0.001148248,0.001140098,0.001198509
353,0.001189603,0.001236820,0.001726728,0.001715190,0.001479933,0.001477123,0.001171082,0.001212006,0.001226482,0.001297211,0.001156062,0.001214607,0.001224040,0.001277615,0.001159073,0.001217348,0.001085215,0.001147728,0.001139634,0.001198110
354,0.001188858,0.001236116,0.001726354,0.001714672,0.001477096,0.001474581,0.001170108,0.001211048,0.001225491,0.001296234,0.001155818,0.001214371,0.001223242,0.001276792,0.001158662,0.001216962,0.001084626,0.001147210,0.001139171,0.001197710
355,0.001188114,0.001235412,0.001725983,0.001714156,0.001474243,0.001472026,0.001169133,0.001210089,0.001224505,0.001295261,0.001155575,0.001214135,0.001222451,0.001275974,0.001158253,0.001216577,0.001084038,0.001146693,0.001138710,0.001197311
356,0.001187371,0.001234709,0.001725613,0.001713642,0.001471375,0.001469459,0.001168158,0.001209130,0.001223523,0.001294291,0.001155331,0.001213899,0.001221665,0.001275161,0.001157844,0.001216192,0.001083452,0.001146178,0.001138250,0.001196913
357,0.001186629,0.001234006,0.001725246,0.001713130,0.001468492,0.001466879,0.001167182,0.001208170,0.001222545,0.001293325,0.001155087,0.001213663,0.001220884,0.001274351,0.001157437,0.001215809,0.001082867,0.001145665,0.001137792,0.001196515
